race,edition,stage,date,avg_speed_of_winner,race_category,distance,point_scale,parcour_type,profile_score,vertical_meters,departure,arrival,race_ranking,won_how,winner,winner_age_when_won,is_tt
vuelta-a-espana,1987,8,1987-05-01 00:00:00, 38.3 km/h, ME - Men Elite,  219 km, GT.B.Stage,  ,  , , Benasque, Zaragoza, 239,  ? - let us know!,GASTÓN Iñaki,23.95,0
vuelta-a-espana,1987,9,1987-05-02 00:00:00, 41.61 km/h, ME - Men Elite,  180 km, GT.B.Stage,  ,  , , Zaragoza, Pamplona, 239,  ? - let us know!,YÁÑEZ Felipe,34.29,0
vuelta-a-espana,1987,10,1987-05-03 00:00:00, 32.95 km/h, ME - Men Elite,  213 km, GT.B.Stage,  ,  , , Miranda de Ebro, Alto Campoo, 239,  ? - let us know!,AJA Enrique Alberto,27.13,0
vuelta-a-espana,1987,11,1987-05-04 00:00:00, 33.97 km/h, ME - Men Elite,  179 km, GT.B.Stage,  ,  , , Santander, Lagos de Covadonga, 239,  ? - let us know!,HERRERA Luis Alberto,26.02,0
vuelta-a-espana,1987,12,1987-05-05 00:00:00, 39.76 km/h, ME - Men Elite,  142 km, GT.B.Stage,  ,  , , Cangas de Onís, Oviedo, 239,  ? - let us know!,HERNÁNDEZ Carlos,28.37,0
vuelta-a-espana,1987,13,1987-05-06 00:00:00, 37.32 km/h, ME - Men Elite,  223 km, GT.B.Stage,  ,  , , Luarca, Ferrol, 239,  ? - let us know!,GUTIERREZ Carlos Emirio,26.52,0
vuelta-a-espana,1987,14,1987-05-07 00:00:00, 38.69 km/h, ME - Men Elite,  152 km, GT.B.Stage,  ,  , , Ferrol, La Coruña, 239,  ? - let us know!,FERNÁNDEZ Juan,30.35,0
vuelta-a-espana,1987,15,1987-05-08 00:00:00, 37.31 km/h, ME - Men Elite,  185 km, GT.B.Stage,  ,  , , La Coruña, Vigo, 239,  ? - let us know!,ESPARZA Antonio,25.35,0
vuelta-a-espana,1987,16,1987-05-09 00:00:00, 36.84 km/h, ME - Men Elite,  237 km, GT.B.Stage,  ,  , , Puenteareas, Ponferrada, 239,  ? - let us know!,ARNAUD Dominique,31.66,0
vuelta-a-espana,1987,17,1987-05-10 00:00:00, 45.55 km/h, ME - Men Elite,  221 km, GT.B.Stage,  ,  , , Ponferrada, Valladolid, 239,  ? - let us know!,PAGNIN Roberto,24.85,0
vuelta-a-espana,1987,18,1987-05-11 00:00:00, 48.98 km/h, ME - Men Elite,  24 km, GT.B.Stage,  ,  , , Valladolid, Valladolid, 239,  ? - let us know!,BLANCO VILLAR Jesus,24.14,1
vuelta-a-espana,1987,19,1987-05-12 00:00:00, 36.79 km/h, ME - Men Elite,  213 km, GT.B.Stage,  ,  , , El Barco de Ávila, Ávila, 239,  ? - let us know!,FIGNON Laurent,26.76,0
vuelta-a-espana,1987,20,1987-05-13 00:00:00, 35.32 km/h, ME - Men Elite,  183 km, GT.B.Stage,  ,  , , Ávila, Palazuelos de Eresma (Destilerías Dyc), 239,  ? - let us know!,HERNANDEZ Omar,25.33,0
vuelta-a-espana,1987,21,1987-05-14 00:00:00, 37.2 km/h, ME - Men Elite,  160 km, GT.B.Stage,  ,  , , Palazuelos de Eresma (Destilerías Dyc), Collado Villalba, 239,  ? - let us know!,RODRIGUEZ MALDONADO José Francisco,26.96,0
vuelta-a-espana,1987,22,1987-05-15 00:00:00, 36.92 km/h, ME - Men Elite,  173 km, GT.B.Stage,  ,  , , Alcalá de Henares, Madrid, 239,  ? - let us know!,VILAMAJO Jaime,27.48,0
vuelta-a-espana,1988,1,1988-04-25 00:00:00, 52.29 km/h, ME - Men Elite,  17.4 km, GT.B.Stage,  ,  , , Santa Cruz de Tenerife, Santa Cruz de Tenerife, 242,  ? - let us know!,PASTORELLI Ettore,21.94,0
vuelta-a-espana,1988,2,1988-04-26 00:00:00, 38.69 km/h, ME - Men Elite,  210 km, GT.B.Stage,  ,  , , S. Cristobal de la Laguna, Sta. Cruz de Tenerife, 242,  ? - let us know!,GASTÓN Iñaki,24.94,0
vuelta-a-espana,1988,3,1988-04-27 00:00:00, 45.95 km/h, ME - Men Elite,  34 km, GT.B.TTT,  ,  , , Telde,  Las Palmas, 242,  ? - let us know!,CUBINO Laudelino,24.93,1
vuelta-a-espana,1988,4,1988-04-28 00:00:00, 38.51 km/h, ME - Men Elite,  210 km, GT.B.Stage,  ,  , , Alcalá del Río, Badajoz, 242,  ? - let us know!,HERMANS Mathieu,25.32,0
vuelta-a-espana,1988,5,1988-04-29 00:00:00, 37.62 km/h, ME - Men Elite,  234 km, GT.B.Stage,  ,  , , Badajoz, Béjar, 242,  ? - let us know!,NAVARRO Francisco,25.38,0
vuelta-a-espana,1988,6,1988-04-30 00:00:00, 49.13 km/h, ME - Men Elite,  202 km, GT.B.Stage,  ,  , , Béjar, Valladolid, 242,  ? - let us know!,HERMANS Mathieu,25.32,0
vuelta-a-espana,1988,7,1988-05-01 00:00:00, 44.48 km/h, ME - Men Elite,  160 km, GT.B.Stage,  ,  , , Valladolid, León, 242,  ? - let us know!,HERMANS Mathieu,25.33,0
vuelta-a-espana,1988,8,1988-05-02 00:00:00, 33.29 km/h, ME - Men Elite,  176.7 km, GT.B.Stage,  ,  , , León, Brañillín , 242,  ? - let us know!,PINO Álvaro,31.73,0
vuelta-a-espana,1988,9,1988-05-03 00:00:00, 27.79 km/h, ME - Men Elite,  6.8 km, GT.B.Stage,  ,  , , Oviedo, Alto del Naranco , 242,  ? - let us know!,PINO Álvaro,31.73,1
vuelta-a-espana,1988,10,1988-05-04 00:00:00, 44.36 km/h, ME - Men Elite,  197.3 km, GT.B.Stage,  ,  , , Oviedo, Santander, 242,  ? - let us know!,HERMANS Mathieu,25.33,0
vuelta-a-espana,1988,11,1988-05-05 00:00:00, 34.96 km/h, ME - Men Elite,  217.2 km, GT.B.Stage,  ,  , , Santander, Valdezcaray , 242,  ? - let us know!,KELLY Sean,31.97,0
vuelta-a-espana,1988,12,1988-05-06 00:00:00, 35.21 km/h, ME - Men Elite,  197.5 km, GT.B.Stage,  ,  , , Logroño, Jaca, 242,  ? - let us know!,YATES Sean,27.99,0
vuelta-a-espana,1988,13,1988-05-07 00:00:00, 35.76 km/h, ME - Men Elite,  178.2 km, GT.B.Stage,  ,  , , Jaca, Estación de Cerler , 242,  ? - let us know!,PARRA Fabio Enrique,28.48,0
vuelta-a-espana,1988,14,1988-05-08 00:00:00, 36.31 km/h, ME - Men Elite,  190.3 km, GT.B.Stage,  ,  , , Benasque, Andorra , 242,  ? - let us know!,GASTÓN Iñaki,24.97,0
vuelta-a-espana,1988,15,1988-05-09 00:00:00, 40.78 km/h, ME - Men Elite,  166 km, GT.B.Stage,  ,  , , Seo de Urgel, San Quirico de Tarrasa, 242,  ? - let us know!,WELTZ Johnny,26.16,0
vuelta-a-espana,1988,16,1988-05-10 00:00:00, 42.84 km/h, ME - Men Elite,  192 km, GT.B.Stage,  ,  , , Valencia, Albacete, 242,  ? - let us know!,HERMANS Mathieu,25.35,0
vuelta-a-espana,1988,17,1988-05-11 00:00:00, 40.57 km/h, ME - Men Elite,  244.4 km, GT.B.Stage,  ,  , , Albacete, Toledo, 242,  ? - let us know!,ELLIOTT Malcolm,26.88,0
vuelta-a-espana,1988,18,1988-05-12 00:00:00, 32.07 km/h, ME - Men Elite,  212.5 km, GT.B.Stage,  ,  , , Toledo, Ávila, 242,  ? - let us know!,MARTÍNEZ Juan,24.28,0
vuelta-a-espana,1988,19,1988-05-13 00:00:00, 37.99 km/h, ME - Men Elite,  150 km, GT.B.Stage,  ,  , , Ávila, Palazuelos de Eresma (Destilerías Dyc), 242,  ? - let us know!,OCAÑA Ángel,27.95,0
vuelta-a-espana,1988,20,1988-05-14 00:00:00, 42.22 km/h, ME - Men Elite,  30 km, GT.B.Stage,  ,  , , Las Rozas, Collado Villalba, 242,  ? - let us know!,KELLY Sean,31.99,1
vuelta-a-espana,1988,21,1988-05-15 00:00:00, 38.79 km/h, ME - Men Elite,  202 km, GT.B.Stage,  ,  , , Collado Villalba, Madrid, 242,  ? - let us know!,HERMANS Mathieu,25.36,0
vuelta-a-espana,1989,1,1989-04-24 00:00:00, 47.67 km/h, ME - Men Elite,  20.1 km, GT.B.Stage,  ,  , , La Coruña, La Coruña, 250,  ? - let us know!,LAMEIRE Marnix,34.17,0
vuelta-a-espana,1989,2,1989-04-25 00:00:00, 36.28 km/h, ME - Men Elite,  209 km, GT.B.Stage,  ,  , , La Coruña, Santiago de Compostela, 250,  ? - let us know!,HERNÁNDEZ Joaquín,25.05,0
vuelta-a-espana,1989,3,1989-04-27 00:00:00, 38.38 km/h, ME - Men Elite,  160.5 km, GT.B.Stage,  ,  , , Orense, Ponferrada, 250,  ? - let us know!,PAGNIN Roberto,26.82,0
vuelta-a-espana,1989,4,1989-04-28 00:00:00, 45.43 km/h, ME - Men Elite,  247 km, GT.B.Stage,  ,  , , La Bañeza, Béjar, 250,  ? - let us know!,PLANCKAERT Eddy,30.62,0
vuelta-a-espana,1989,5,1989-04-29 00:00:00, 37.1 km/h, ME - Men Elite,  197.5 km, GT.B.Stage,  ,  , , Béjar, Ávila, 250,  ? - let us know!,SUYKERBUYK Luc,25.23,0
vuelta-a-espana,1989,6,1989-04-30 00:00:00, 45.4 km/h, ME - Men Elite,  157 km, GT.B.Stage,  ,  , , Ávila, Toledo, 250,  ? - let us know!,GHIROTTO Massimo,27.87,0
vuelta-a-espana,1989,7,1989-05-01 00:00:00, 40.99 km/h, ME - Men Elite,  235.5 km, GT.B.Stage,  ,  , , Toledo, Albacete, 250,  ? - let us know!,ALLOCCHIO Stefano,27.14,0
vuelta-a-espana,1989,8,1989-05-02 00:00:00, 41.91 km/h, ME - Men Elite,  228 km, GT.B.Stage,  ,  , , Albacete, Gandía, 250,  ? - let us know!,DIETZEN Reimund,29.95,0
vuelta-a-espana,1989,9,1989-05-03 00:00:00, 37.82 km/h, ME - Men Elite,  202 km, GT.B.Stage,  ,  , , Gandía, Benicasim, 250,  ? - let us know!,DÍAZ ZABALA Herminio,24.41,0
vuelta-a-espana,1989,10,1989-05-04 00:00:00, 40.99 km/h, ME - Men Elite,  179 km, GT.B.Stage,  ,  , , Vinaroz, Lérida, 250,  ? - let us know!,ELLIOTT Malcolm,27.86,0
vuelta-a-espana,1989,11,1989-05-05 00:00:00, 34.08 km/h, ME - Men Elite,  186.5 km, GT.B.Stage,  ,  , , Lérida, Estación de Cerler, 250,  ? - let us know!,DELGADO Pedro,29.07,0
vuelta-a-espana,1989,12,1989-05-06 00:00:00, 41.18 km/h, ME - Men Elite,  161 km, GT.B.Stage,  ,  , , Benasque, Jaca, 250,  ? - let us know!,HERMANS Mathieu,26.34,0
vuelta-a-espana,1989,13,1989-05-07 00:00:00, 41.37 km/h, ME - Men Elite,  165 km, GT.B.Stage,  ,  , , Jaca, Zaragoza, 250,  ? - let us know!,HERMANS Mathieu,26.34,0
vuelta-a-espana,1989,14,1989-05-08 00:00:00, 26.98 km/h, ME - Men Elite,  24 km, GT.B.Stage,  ,  , , Ezcaray, Valdezcaray, 250,  ? - let us know!,DELGADO Pedro,29.08,1
vuelta-a-espana,1989,15,1989-05-09 00:00:00, 40.84 km/h, ME - Men Elite,  193.5 km, GT.B.Stage,  ,  , , Haro, Santoña, 250,  ? - let us know!,HILSE Peter,27.02,0
vuelta-a-espana,1989,16,1989-05-10 00:00:00, 36.97 km/h, ME - Men Elite,  228 km, GT.B.Stage,  ,  , , Santoña, Lagos de Covadonga, 250,  ? - let us know!,PINO Álvaro,32.75,0
vuelta-a-espana,1989,17,1989-05-11 00:00:00, 34.7 km/h, ME - Men Elite,  153 km, GT.B.Stage,  ,  , , Cangas de Onís, Brañillín, 250,  ? - let us know!,IVANOV Ivan,29.02,0
vuelta-a-espana,1989,18,1989-05-12 00:00:00, 43.51 km/h, ME - Men Elite,  159 km, GT.B.Stage,  ,  , , León, Valladolid, 250,  ? - let us know!,HERMANS Mathieu,26.36,0
vuelta-a-espana,1989,19,1989-05-13 00:00:00, 46.72 km/h, ME - Men Elite,  47.5 km, GT.B.Stage,  ,  , , Valladolid, Medina del Campo, 250,  ? - let us know!,DELGADO Pedro,29.1,1
vuelta-a-espana,1989,20,1989-05-14 00:00:00, 35.34 km/h, ME - Men Elite,  188.5 km, GT.B.Stage,  ,  , , Collado Villalba, Palazuelos de Eresma (Destilerías Dyc), 250,  ? - let us know!,CAMARGO Luis Alberto,24.29,0
vuelta-a-espana,1989,21,1989-05-15 00:00:00, 39.18 km/h, ME - Men Elite,  177 km, GT.B.Stage,  ,  , , Palazuelos de Eresma (Destilerías Dyc), Madrid, 250,  ? - let us know!,HEYNDERICKX Jean-Pierre,24.04,0
vuelta-a-espana,1990,1,1990-04-24 00:00:00, 51.62 km/h, ME - Men Elite,  11.5 km, GT.B.Stage,  ,  , , Benicassim, Benicassim, 244,  ? - let us know!,RUÍZ Pello,28.12,1
vuelta-a-espana,1990,2,1990-04-26 00:00:00, 45.35 km/h, ME - Men Elite,  204.3 km, GT.B.Stage,  ,  , , Denia, Murcia, 244,  ? - let us know!,EMONDS Nico,29.08,0
vuelta-a-espana,1990,3,1990-04-27 00:00:00, 44.44 km/h, ME - Men Elite,  233.2 km, GT.B.Stage,  ,  , , Murcia, Almería, 244,  ? - let us know!,NIJBOER Erwin,25.92,0
vuelta-a-espana,1990,4,1990-04-28 00:00:00, 35.08 km/h, ME - Men Elite,  198 km, GT.B.Stage,  ,  , , Almería, Sierra Nevada , 244,  ? - let us know!,ESNAULT Patrice,28.9,0
vuelta-a-espana,1990,5,1990-04-29 00:00:00, 37.93 km/h, ME - Men Elite,  195.2 km, GT.B.Stage,  ,  , , Loja, Ubrique, 244,  ? - let us know!,WORRE Jesper,30.89,0
vuelta-a-espana,1990,6,1990-04-30 00:00:00, 41.73 km/h, ME - Men Elite,  187.3 km, GT.B.Stage,  ,  , , Jerez, Sevilla, 244,  ? - let us know!,VAN BRABANT Benny,31.0,0
vuelta-a-espana,1990,7,1990-05-01 00:00:00, 40.04 km/h, ME - Men Elite,  199.6 km, GT.B.Stage,  ,  , , Sevilla, Mérida, 244,  ? - let us know!,PEDERSEN Atle,25.77,0
vuelta-a-espana,1990,8,1990-05-02 00:00:00, 34.83 km/h, ME - Men Elite,  192.7 km, GT.B.Stage,  ,  , , Cáceres, Guijuelo, 244,  ? - let us know!,MORA Néstor Oswaldo,26.63,0
vuelta-a-espana,1990,9,1990-05-03 00:00:00, 43.12 km/h, ME - Men Elite,  230 km, GT.B.Stage,  ,  , , Peñaranda de Bracamonte, León, 244,  ? - let us know!,RAAB Uwe,27.79,0
vuelta-a-espana,1990,10,1990-05-04 00:00:00, 35.61 km/h, ME - Men Elite,  203 km, GT.B.Stage,  ,  , , León, San Isidro , 244,  ? - let us know!,HERNÁNDEZ Carlos,31.37,0
vuelta-a-espana,1990,11,1990-05-05 00:00:00, 39.61 km/h, ME - Men Elite,  156 km, GT.B.Stage,  ,  , , San Isidro, Naranco , 244,  ? - let us know!,CAMARGO Luis Alberto,25.27,0
vuelta-a-espana,1990,12,1990-05-06 00:00:00, 44.36 km/h, ME - Men Elite,  193.3 km, GT.B.Stage,  ,  , , Oviedo, Santander, 244,  ? - let us know!,EMONDS Nico,29.11,0
vuelta-a-espana,1990,13,1990-05-07 00:00:00, 39.5 km/h, ME - Men Elite,  207 km, GT.B.Stage,  ,  , , Santander, Nájera, 244,  ? - let us know!,GRÖNE Bernd,27.23,0
vuelta-a-espana,1990,14,1990-05-08 00:00:00, 27.57 km/h, ME - Men Elite,  24 km, GT.B.Stage,  ,  , , Ezcaray, Valdezcaray , 244,  ? - let us know!,BERNARD Jean-François,28.04,1
vuelta-a-espana,1990,15,1990-05-09 00:00:00, 34.82 km/h, ME - Men Elite,  165 km, GT.B.Stage,  ,  , , Logroño, Pamplona, 244,  ? - let us know!,RAAB Uwe,27.81,0
vuelta-a-espana,1990,16,1990-05-10 00:00:00, 38.43 km/h, ME - Men Elite,  151 km, GT.B.Stage,  ,  , , Pamplona, Jaca, 244,  ? - let us know!,ECHAVE Federico,29.82,0
vuelta-a-espana,1990,17,1990-05-11 00:00:00, 38.97 km/h, ME - Men Elite,  178 km, GT.B.Stage,  ,  , , Jaca, Estación de Cerler , 244,  ? - let us know!,FARFÁN José Martín,24.74,0
vuelta-a-espana,1990,18,1990-05-12 00:00:00, 40.58 km/h, ME - Men Elite,  223 km, GT.B.Stage,  ,  , , Benasque, Zaragoza, 244,  ? - let us know!,SAITOV Asiat,25.38,0
vuelta-a-espana,1990,19,1990-05-13 00:00:00, 48.18 km/h, ME - Men Elite,  39 km, GT.B.Stage,  ,  , , Zaragoza, Zaragoza, 244,  ? - let us know!,RUÍZ Pello,28.18,1
vuelta-a-espana,1990,20,1990-05-14 00:00:00, 36.45 km/h, ME - Men Elite,  188 km, GT.B.Stage,  ,  , , Collado Villalba, Palazuelos de Eresma, 244,  ? - let us know!,ROUX Denis,28.54,0
vuelta-a-espana,1990,21,1990-05-15 00:00:00, 37.13 km/h, ME - Men Elite,  176 km, GT.B.Stage,  ,  , , Palazuelos de Eresma (Destilerías DYC), Madrid, 244,  ? - let us know!,RAAB Uwe,27.82,0
vuelta-a-espana,1991,1,1991-04-29 00:00:00, 52.19 km/h, ME - Men Elite,  8.8 km, GT.B.Stage,  ,  , , Mérida, Mérida, 250,  ? - let us know!,MAURI Melchor,25.07,1
vuelta-a-espana,1991,2,1991-05-01 00:00:00, 41.99 km/h, ME - Men Elite,  233.2 km, GT.B.Stage,  ,  , , Badajoz, Sevilla, 250,  ? - let us know!,SKIBBY Jesper,27.13,0
vuelta-a-espana,1991,3,1991-05-02 00:00:00, 43.04 km/h, ME - Men Elite,  292 km, GT.B.Stage,  ,  , , Sevilla, Jaén, 250,  ? - let us know!,MARTÍN Jesús Cruz,27.48,0
vuelta-a-espana,1991,4,1991-05-03 00:00:00, 40.58 km/h, ME - Men Elite,  227.8 km, GT.B.Stage,  ,  , , Linares, Albacete, 250,  ? - let us know!,RAAB Uwe,28.79,0
vuelta-a-espana,1991,5,1991-05-04 00:00:00, 45.8 km/h, ME - Men Elite,  236.5 km, GT.B.Stage,  ,  , , Albacete, Valencia, 250,  ? - let us know!,VAN POPPEL Jean-Paul,28.61,0
vuelta-a-espana,1991,6,1991-05-05 00:00:00, 39.98 km/h, ME - Men Elite,  188 km, GT.B.Stage,  ,  , , Palma de Mallorca, Palma de Mallorca, 250,  ? - let us know!,SKIBBY Jesper,27.14,0
vuelta-a-espana,1991,7,1991-05-06 00:00:00, 46.71 km/h, ME - Men Elite,  47 km, GT.B.Stage,  ,  , , Cala d'Or, Cala d'Or, 250,  ? - let us know!,MAURI Melchor,25.09,1
vuelta-a-espana,1991,8,1991-05-07 00:00:00, 43.11 km/h, ME - Men Elite,  140 km, GT.B.Stage,  ,  , , Sant Cugat del Vallès, Lloret de Mar, 250,  ? - let us know!,VAN POPPEL Jean-Paul,28.62,0
vuelta-a-espana,1991,9,1991-05-08 00:00:00, 34.72 km/h, ME - Men Elite,  229 km, GT.B.Stage,  ,  , , Lloret de Mar, Andorra, 250,  ? - let us know!,BONTEMPI Guido,31.34,0
vuelta-a-espana,1991,10,1991-05-09 00:00:00, -, ME - Men Elite,  0 km, GT.B.Stage,  ,  , , Andorra, Pla de Beret, 250,  ? - let us know!,MAURI Melchor,25.1,0
vuelta-a-espana,1991,11,1991-05-10 00:00:00, 34.74 km/h, ME - Men Elite,  111 km, GT.B.Stage,  ,  , , Bossost, Cerler, 250,  ? - let us know!,IVANOV Ivan,31.02,0
vuelta-a-espana,1991,12,1991-05-11 00:00:00, 41.37 km/h, ME - Men Elite,  219 km, GT.B.Stage,  ,  , , Benasque, Zaragoza, 250,  ? - let us know!,VAN POPPEL Jean-Paul,28.63,0
vuelta-a-espana,1991,13,1991-05-12 00:00:00, 28.36 km/h, ME - Men Elite,  24.1 km, GT.B.Stage,  ,  , , Ezcaray, Valdezcaray, 250,  ? - let us know!,PARRA Fabio Enrique,31.49,1
vuelta-a-espana,1991,14,1991-05-13 00:00:00, 38.73 km/h, ME - Men Elite,  219.5 km, GT.B.Stage,  ,  , , Santo Domingo de la Calzada, Santander, 250,  ? - let us know!,BONTEMPI Guido,31.35,0
vuelta-a-espana,1991,15,1991-05-14 00:00:00, 34.25 km/h, ME - Men Elite,  186.6 km, GT.B.Stage,  ,  , , Santander, Lagos de Covadonga, 250,  ? - let us know!,HERRERA Luis Alberto,30.05,0
vuelta-a-espana,1991,16,1991-05-15 00:00:00, 37.07 km/h, ME - Men Elite,  152 km, GT.B.Stage,  ,  , , Cangas de Onís, Alto del Naranco, 250,  ? - let us know!,CUBINO Laudelino,27.98,0
vuelta-a-espana,1991,17,1991-05-16 00:00:00, 43.04 km/h, ME - Men Elite,  137.5 km, GT.B.Stage,  ,  , , León, Valladolid, 250,  ? - let us know!,DIAZ Antonio Miguel,22.74,0
vuelta-a-espana,1991,18,1991-05-17 00:00:00, 48.18 km/h, ME - Men Elite,  53.2 km, GT.B.Stage,  ,  , , Valladolid, Valladolid, 250,  ? - let us know!,MAURI Melchor,25.12,1
vuelta-a-espana,1991,19,1991-05-18 00:00:00, 35.31 km/h, ME - Men Elite,  212.7 km, GT.B.Stage,  ,  , , Palazuelos de Eresma (Destilerías Dyc), , 250,  ? - let us know!,MONTOYA Jesús,27.47,0
vuelta-a-espana,1991,20,1991-05-19 00:00:00, 35.69 km/h, ME - Men Elite,  169.6 km, GT.B.Stage,  ,  , , Collado Villalba, Madrid, 250,  ? - let us know!,VAN POPPEL Jean-Paul,28.65,0
vuelta-a-espana,1992,1,1992-04-27 00:00:00, 49.21 km/h, ME - Men Elite,  9.2 km, GT.B.Stage,  ,  , , Jerez de la Frontera, Jerez de la Frontera, 245,  ? - let us know!,NIJDAM Jelle,28.72,1
vuelta-a-espana,1992,2,1992-04-29 00:00:00, 33.03 km/h, ME - Men Elite,  205 km, GT.B.Stage,  ,  , , Jerez de la Frontera, Córdoba, 245,  ? - let us know!,VAN POPPEL Jean-Paul,29.6,0
vuelta-a-espana,1992,3,1992-04-30 00:00:00, 37.74 km/h, ME - Men Elite,  229 km, GT.B.Stage,  ,  , , Linares, Albacete, 245,  ? - let us know!,ABDUZHAPAROV Djamolidine,28.19,0
vuelta-a-espana,1992,4,1992-05-01 00:00:00, 39.7 km/h, ME - Men Elite,  213.5 km, GT.B.Stage,  ,  , , Albacete, Gandía, 245,  ? - let us know!,VAN POPPEL Jean-Paul,29.61,0
vuelta-a-espana,1992,5,1992-05-02 00:00:00, 40.23 km/h, ME - Men Elite,  202.8 km, GT.B.Stage,  ,  , , Gandía, Benicasim, 245,  ? - let us know!,VAN HOOYDONCK Edwig,25.76,0
vuelta-a-espana,1992,6,1992-05-03 00:00:00, 41.93 km/h, ME - Men Elite,  49.5 km, GT.B.Stage,  ,  , , Alquerías del Niño Perdido, Oropesa, 245,  ? - let us know!,BREUKINK Erik,28.11,1
vuelta-a-espana,1992,7,1992-05-04 00:00:00, 32.82 km/h, ME - Men Elite,  240.5 km, GT.B.Stage,  ,  , , Lérida, Pla de Beret, 245,  ? - let us know!,UNZAGA Jon,29.73,0
vuelta-a-espana,1992,8,1992-05-05 00:00:00, 29.53 km/h, ME - Men Elite,  144 km, GT.B.Stage,  ,  , , Viella,  Luz Ardiden, 245,  ? - let us know!,CUBINO Laudelino,28.95,0
vuelta-a-espana,1992,9,1992-05-06 00:00:00, 37.24 km/h, ME - Men Elite,  196 km, GT.B.Stage,  ,  , , Luz-Saint-Sauveur, Sabiñánigo, 245,  ? - let us know!,CADENA Julio César,28.71,0
vuelta-a-espana,1992,10,1992-05-07 00:00:00, 42.37 km/h, ME - Men Elite,  162.9 km, GT.B.Stage,  ,  , , Sabiñánigo, Pamplona, 245,  ? - let us know!,ABDUZHAPAROV Djamolidine,28.21,0
vuelta-a-espana,1992,11,1992-05-08 00:00:00, 41.68 km/h, ME - Men Elite,  200.1 km, GT.B.Stage,  ,  , , Pamplona, Burgos, 245,  ? - let us know!,BRUYNEEL Johan,27.73,0
vuelta-a-espana,1992,12,1992-05-09 00:00:00, 40.29 km/h, ME - Men Elite,  178.3 km, GT.B.Stage,  ,  , , Burgos, Santander, 245,  ? - let us know!,TORRES Roberto,27.71,0
vuelta-a-espana,1992,13,1992-05-10 00:00:00, 36.39 km/h, ME - Men Elite,  213.4 km, GT.B.Stage,  ,  , , Santander, Lagos de Covadonga, 245,  ? - let us know!,DELGADO Pedro,32.09,0
vuelta-a-espana,1992,14,1992-05-11 00:00:00, 40.48 km/h, ME - Men Elite,  163 km, GT.B.Stage,  ,  , , Cangas de Onís, Alto del Naranco, 245,  ? - let us know!,MAULEON Francisco Javier,26.67,0
vuelta-a-espana,1992,15,1992-05-12 00:00:00, 39.49 km/h, ME - Men Elite,  162 km, GT.B.Stage,  ,  , , Oviedo, León, 245,  ? - let us know!,CORDES Tom,25.97,0
vuelta-a-espana,1992,16,1992-05-13 00:00:00, 31.03 km/h, ME - Men Elite,  200.6 km, GT.B.Stage,  ,  , , León, Salamanca, 245,  ? - let us know!,VANDERAERDEN Eric,30.27,0
vuelta-a-espana,1992,17,1992-05-14 00:00:00, 33.85 km/h, ME - Men Elite,  218.9 km, GT.B.Stage,  ,  , , Salamanca, Ávila, 245,  ? - let us know!,ZAINA Enrico,24.65,0
vuelta-a-espana,1992,18,1992-05-15 00:00:00, 49.11 km/h, ME - Men Elite,  37.9 km, GT.B.Stage,  ,  , , Fuenlabrada, Fuenlabrada, 245,  ? - let us know!,ROMINGER Tony,31.16,1
vuelta-a-espana,1992,19,1992-05-16 00:00:00, 38.1 km/h, ME - Men Elite,  188.3 km, GT.B.Stage,  ,  , , Collado Villalba,  Palazuelos de Eresma (Destilerías Dyc), 245,  ? - let us know!,VARGAS Óscar de Jesús,28.17,0
vuelta-a-espana,1992,20,1992-05-17 00:00:00, 40.24 km/h, ME - Men Elite,  175 km, GT.B.Stage,  ,  , , Palazuelos de Eresma (Destilerías Dyc), Madrid, 245,  ? - let us know!,ABDUZHAPAROV Djamolidine,28.24,0
vuelta-a-espana,1993,1,1993-04-26 00:00:00, 50.35 km/h, ME - Men Elite,  10 km, GT.B.Stage,  ,  , , La Coruña, La Coruña, 256,  ? - let us know!,ZÜLLE Alex,24.82,1
vuelta-a-espana,1993,2,1993-04-27 00:00:00, 46.97 km/h, ME - Men Elite,  251.1 km, GT.B.Stage,  ,  , , La Coruña, Vigo, 256,  ? - let us know!,GUTIÉRREZ Alfonso,31.46,0
vuelta-a-espana,1993,3,1993-04-28 00:00:00, 39.65 km/h, ME - Men Elite,  171.4 km, GT.B.Stage,  ,  , , Vigo, Orense, 256,  ? - let us know!,JALABERT Laurent,24.42,0
vuelta-a-espana,1993,4,1993-04-29 00:00:00, 40.49 km/h, ME - Men Elite,  233.4 km, GT.B.Stage,  ,  , , La Gudiña, Salamanca, 256,  ? - let us know!,VAN POPPEL Jean-Paul,30.6,0
vuelta-a-espana,1993,5,1993-04-30 00:00:00, 35.79 km/h, ME - Men Elite,  219.8 km, GT.B.Stage,  ,  , , Salamanca, Ávila, 256,  ? - let us know!,ALONSO Marino,27.47,0
vuelta-a-espana,1993,6,1993-05-01 00:00:00, 34.44 km/h, ME - Men Elite,  24.1 km, GT.B.Stage,  ,  , , Segovia, Puerto de Navacerrada, 256,  ? - let us know!,ZÜLLE Alex,24.84,1
vuelta-a-espana,1993,7,1993-05-02 00:00:00, 44.64 km/h, ME - Men Elite,  184 km, GT.B.Stage,  ,  , , Palazuelos de Eresma (Destilerías Dyc), Madrid, 256,  ? - let us know!,JALABERT Laurent,24.44,0
